Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
AT1G01010	AT1G01010	Chr1	+	3631	5899	4.661730	2.599621	5.622475
AT1G01020	AT1G01020	Chr1	-	5928	8737	25.063860	18.368027	39.726471
AT1G01030	AT1G01030	Chr1	-	11649	13714	1.004200	0.559994	1.211157
AT1G01070	AT1G01070	Chr1	-	38752	40944	0.676552	0.389754	0.842963
AT1G01060	AT1G01060	Chr1	-	33379	37871	27.094320	18.270487	39.515511
AT1G01040	AT1G01040	Chr1	+	23146	31227	13.175999	7.351146	15.899098
AT1G01046	AT1G01046	Chr1	+	28500	28706	6.126812	3.416626	7.389498
AT1G01050	AT1G01050	Chr1	-	31170	33153	94.582367	52.744003	114.075027
AT1G01080	AT1G01080	Chr1	-	45296	47019	107.994553	60.342991	130.510162
AT1G01090	AT1G01090	Chr1	-	47485	49286	158.718430	88.509575	191.429016
AT1G01110	AT1G01110	Chr1	+	52239	54692	4.552134	2.741550	5.929441
AT1G01120	AT1G01120	Chr1	-	57269	59167	0.000000	0.000000	0.000000
AT1G01130	AT1G01130	Chr1	-	61905	63811	6.464723	3.605063	7.797050
AT1G01140	AT1G01140	Chr1	-	64166	67625	9.111426	5.133390	11.102526
AT1G01150	AT1G01150	Chr1	-	70115	72138	1.461054	0.814759	1.762165
AT1G01180	AT1G01180	Chr1	+	75583	76758	0.000000	0.000000	0.000000
AT1G01183	AT1G01183	Chr1	-	78932	79032	0.000000	0.000000	0.000000
AT1G01190	AT1G01190	Chr1	-	83045	84864	0.684329	0.381617	0.825364
AT1G01200	AT1G01200	Chr1	-	86515	88213	0.602851	0.336181	0.727094
AT1G01160	AT1G01160	Chr1	+	72339	74096	63.069904	38.529316	83.331429
AT1G01170	AT1G01170	Chr1	-	73931	74737	165.654221	92.590553	200.255371
AT1G01210	AT1G01210	Chr1	+	88898	89745	28.171127	15.709673	33.976967
AT1G01100	AT1G01100	Chr1	-	50075	51199	1150.216919	694.903076	1502.940186
AT1G01225	AT1G01225	Chr1	+	95987	97407	9.064919	5.055066	10.933125
AT1G01230	AT1G01230	Chr1	+	97456	99240	27.240984	15.190977	32.855129
AT1G01220	AT1G01220	Chr1	+	91376	95651	23.554096	13.134979	28.408403
AT1G01240	AT1G01240	Chr1	+	99894	101834	7.613601	5.804376	12.553737
AT1G01290	AT1G01290	Chr1	+	114286	116108	20.095358	13.116601	28.368658
AT1G01260	AT1G01260	Chr1	+	108946	111609	1.393536	0.803114	1.736980
AT1G01300	AT1G01300	Chr1	+	116943	118764	0.000000	0.000000	0.000000
AT1G01340	AT1G01340	Chr1	-	132328	135831	0.909270	0.533134	1.153066
AT1G01360	AT1G01360	Chr1	+	141971	143183	11.333501	6.320144	13.669244
AT1G01350	AT1G01350	Chr1	+	136124	138162	33.901428	18.905184	40.888237
AT1G01380	AT1G01380	Chr1	+	147153	147942	10.373292	5.784682	12.511144
AT1G01390	AT1G01390	Chr1	-	148120	149806	0.000000	0.000000	0.000000
AT1G01420	AT1G01420	Chr1	-	154492	156011	0.129605	0.072274	0.156316
AT1G01370	AT1G01370	Chr1	+	143564	145684	60.713089	37.960114	82.100349
AT1G01430	AT1G01430	Chr1	-	156801	158655	2.985203	1.664703	3.600429
AT1G01440	AT1G01440	Chr1	-	159856	162572	11.736446	6.544847	14.155232
AT1G01470	AT1G01470	Chr1	-	172146	172948	10.079780	5.621005	12.157141
AT1G01448	AT1G01448	Chr1	+	163419	166239	8.221272	6.397967	13.837560
AT1G01450	AT1G01450	Chr1	-	164105	165517	0.000000	0.000000	0.000000
AT1G01490	AT1G01490	Chr1	-	180059	182358	16.115007	9.948151	21.515915
AT1G01500	AT1G01500	Chr1	+	185133	186923	7.659138	4.271130	9.237624
AT1G01310	AT1G01310	Chr1	+	120154	121130	0.206755	0.115297	0.249366
AT1G01320	AT1G01320	Chr1	-	121067	130577	176.011307	99.048546	214.222763
AT1G01520	AT1G01520	Chr1	+	190596	192139	2.475768	1.380616	2.986004
AT1G01510	AT1G01510	Chr1	+	187211	190056	38.596703	21.523510	46.551170
AT1G01540	AT1G01540	Chr1	+	195780	198684	27.450693	15.875150	34.334858
AT1G01560	AT1G01560	Chr1	+	202136	204335	0.113450	0.063266	0.136831
AT1G01580	AT1G01580	Chr1	+	209395	213041	0.167289	0.093289	0.201766
AT1G01570	AT1G01570	Chr1	+	205176	207435	2.077940	1.158766	2.506186
AT1G01550	AT1G01550	Chr1	+	199639	201775	77.034706	46.010166	99.511032
AT1G01600	AT1G01600	Chr1	+	218994	221286	20.219603	11.275493	24.386698
AT1G01610	AT1G01610	Chr1	-	221691	224340	61.441544	34.262974	74.104149
AT1G01640	AT1G01640	Chr1	-	230994	232508	0.406439	0.245415	0.530785
AT1G01630	AT1G01630	Chr1	+	229013	230917	83.576469	46.606548	100.800903
AT1G01660	AT1G01660	Chr1	-	240057	242608	1.876686	1.046537	2.263456
AT1G01670	AT1G01670	Chr1	-	242843	245988	3.445840	1.921578	4.156000
AT1G01650	AT1G01650	Chr1	-	232841	237817	26.768921	15.485769	33.492710
AT1G01620	AT1G01620	Chr1	-	225665	227302	575.498108	321.997955	696.419006
AT1G01695	AT1G01695	Chr1	+	252947	254495	0.843318	0.470278	1.017119
AT1G01690	AT1G01690	Chr1	+	249141	252462	30.041355	16.752607	36.232635
AT1G01700	AT1G01700	Chr1	-	259495	261474	7.066086	3.940414	8.522349
AT1G01710	AT1G01710	Chr1	+	262828	267771	26.238997	14.632217	31.646641
AT1G01720	AT1G01720	Chr1	+	268330	269819	8.767603	4.889267	10.574534
AT1G01725	AT1G01725	Chr1	-	269792	270775	5.693157	3.174798	6.866470
AT1G01730	AT1G01730	Chr1	+	270956	272061	10.778971	6.010910	13.000429
AT1G01740	AT1G01740	Chr1	-	272111	274569	12.691585	7.144458	15.452073
AT1G01750	AT1G01750	Chr1	+	275366	276310	4.874115	2.718058	5.878631
AT1G01760	AT1G01760	Chr1	-	276266	278448	9.730474	5.426214	11.735846
AT1G01770	AT1G01770	Chr1	+	278615	282891	19.985001	11.144667	24.103746
AT1G01780	AT1G01780	Chr1	+	282761	284245	19.549665	10.901902	23.578695
AT1G01790	AT1G01790	Chr1	+	284610	291094	42.324753	23.602465	51.047539
AT1G01800	AT1G01800	Chr1	+	293342	295040	33.097927	18.524092	40.064007
AT1G01810	AT1G01810	Chr1	+	295221	295859	2.553991	1.424237	3.080348
AT1G01820	AT1G01820	Chr1	-	296001	298120	57.677910	32.164177	69.564857
AT1G01830	AT1G01830	Chr1	-	298535	302315	20.585844	11.875715	25.684862
AT1G01880	AT1G01880	Chr1	-	306480	309109	7.002004	3.904678	8.445060
AT1G01840	AT1G01840	Chr1	+	303537	304358	0.000000	0.000000	0.000000
AT1G01860	AT1G01860	Chr1	-	304133	306287	23.358614	13.025967	28.172634
AT1G01900	AT1G01900	Chr1	+	310316	313130	4.437398	2.474522	5.351910
AT1G01910	AT1G01910	Chr1	-	313101	315902	62.279404	37.905827	81.982941
AT1G01920	AT1G01920	Chr1	+	316128	319650	27.131346	15.801309	34.175159
AT1G01930	AT1G01930	Chr1	-	319836	322860	15.580437	8.688455	18.791439
AT1G01940	AT1G01940	Chr1	+	323027	324917	75.053665	41.853790	90.521614
