Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
AT1G01010	AT1G01010	Chr1	+	3631	5899	2.304688	2.230158	5.867064
AT1G01030	AT1G01030	Chr1	-	11649	13714	0.548032	0.530309	1.395130
AT1G01020	AT1G01020	Chr1	-	5928	8737	20.405399	23.827024	62.683765
AT1G01060	AT1G01060	Chr1	-	33379	37871	9.216304	10.805285	28.426374
AT1G01040	AT1G01040	Chr1	+	23146	31227	7.768284	7.521251	19.786791
AT1G01046	AT1G01046	Chr1	+	28500	28706	2.718309	2.630403	6.920023
AT1G01050	AT1G01050	Chr1	-	31170	33153	27.511858	26.622164	70.037178
AT1G01080	AT1G01080	Chr1	-	45296	47019	55.498173	53.816498	141.579620
AT1G01090	AT1G01090	Chr1	-	47485	49286	32.655357	31.599331	83.131035
AT1G01110	AT1G01110	Chr1	+	52239	54692	2.296056	2.792765	7.347162
AT1G01130	AT1G01130	Chr1	-	61905	63811	3.117831	3.017004	7.937087
AT1G01120	AT1G01120	Chr1	-	57269	59167	0.000000	0.000000	0.000000
AT1G01150	AT1G01150	Chr1	-	70115	72138	0.251320	0.243193	0.639788
AT1G01140	AT1G01140	Chr1	-	64166	67625	7.583967	7.412995	19.501993
AT1G01180	AT1G01180	Chr1	+	75583	76758	0.283163	0.274006	0.720851
AT1G01100	AT1G01100	Chr1	-	50075	51199	464.853821	486.668732	1280.320557
AT1G01190	AT1G01190	Chr1	-	83045	84864	1.166995	1.129256	2.970829
AT1G01160	AT1G01160	Chr1	+	72339	74096	45.815762	48.549561	127.723434
AT1G01170	AT1G01170	Chr1	-	73931	74737	101.253166	98.038475	257.918121
AT1G01200	AT1G01200	Chr1	-	86515	88213	2.504073	2.423095	6.374640
AT1G01210	AT1G01210	Chr1	+	88898	89745	16.070831	15.551124	40.911655
AT1G01240	AT1G01240	Chr1	+	99894	101834	4.515198	5.224743	13.745173
AT1G01225	AT1G01225	Chr1	+	95987	97407	2.184827	2.114173	5.561934
AT1G01230	AT1G01230	Chr1	+	97456	99240	12.711878	12.300794	32.360741
AT1G01250	AT1G01250	Chr1	-	104491	105330	0.203571	0.196988	0.518232
AT1G01220	AT1G01220	Chr1	+	91376	95651	15.571037	15.067492	39.639324
AT1G01290	AT1G01290	Chr1	+	114286	116108	16.979626	19.372938	50.966022
AT1G01260	AT1G01260	Chr1	+	108946	111609	0.389265	0.389307	1.024182
AT1G01300	AT1G01300	Chr1	+	116943	118764	0.000000	0.000000	0.000000
AT1G01340	AT1G01340	Chr1	-	132328	135831	0.584151	0.594565	1.564173
AT1G01360	AT1G01360	Chr1	+	141971	143183	5.616000	5.434387	14.296700
AT1G01350	AT1G01350	Chr1	+	136124	138162	16.759642	16.217659	42.665169
AT1G01380	AT1G01380	Chr1	+	147153	147942	8.714366	8.432556	22.184238
AT1G01420	AT1G01420	Chr1	-	154492	156011	0.132895	0.128597	0.338312
AT1G01370	AT1G01370	Chr1	+	143564	145684	30.516724	32.739864	86.131531
AT1G01430	AT1G01430	Chr1	-	156801	158655	7.364757	7.126591	18.748526
AT1G01440	AT1G01440	Chr1	-	159856	162572	4.916885	4.757880	12.516957
AT1G01470	AT1G01470	Chr1	-	172146	172948	6.828748	6.607916	17.384005
AT1G01310	AT1G01310	Chr1	+	120154	121130	0.000000	0.000000	0.000000
AT1G01320	AT1G01320	Chr1	-	121067	130577	91.454422	89.422745	235.251984
AT1G01448	AT1G01448	Chr1	+	163419	166239	6.887436	8.540891	22.469242
AT1G01450	AT1G01450	Chr1	-	164105	165517	0.000000	0.000000	0.000000
AT1G01490	AT1G01490	Chr1	-	180059	182358	10.778985	11.005164	28.952215
AT1G01500	AT1G01500	Chr1	+	185133	186923	0.998631	0.966337	2.542224
AT1G01520	AT1G01520	Chr1	+	190596	192139	1.670041	1.616034	4.251438
AT1G01510	AT1G01510	Chr1	+	187211	190056	11.957605	11.570913	30.440580
AT1G01540	AT1G01540	Chr1	+	195780	198684	14.264038	14.309060	37.644054
AT1G01590	AT1G01590	Chr1	+	214229	217304	0.018440	0.017844	0.046943
AT1G01570	AT1G01570	Chr1	+	205176	207435	1.073564	1.038846	2.732981
AT1G01550	AT1G01550	Chr1	+	199639	201775	42.401409	44.377544	116.747765
AT1G01600	AT1G01600	Chr1	+	218994	221286	14.095469	13.639643	35.882957
AT1G01610	AT1G01610	Chr1	-	221691	224340	33.865303	32.770145	86.211205
AT1G01640	AT1G01640	Chr1	-	230994	232508	0.275654	0.288823	0.759830
AT1G01630	AT1G01630	Chr1	+	229013	230917	21.161728	20.477388	53.871597
AT1G01660	AT1G01660	Chr1	-	240057	242608	1.262125	1.221310	3.213003
AT1G01670	AT1G01670	Chr1	-	242843	245988	1.002835	0.970405	2.552926
AT1G01650	AT1G01650	Chr1	-	232841	237817	14.587162	14.643114	38.522881
AT1G01620	AT1G01620	Chr1	-	225665	227302	271.327698	262.553345	690.721313
AT1G01690	AT1G01690	Chr1	+	249141	252462	19.083521	18.466387	48.581085
AT1G01695	AT1G01695	Chr1	+	252947	254495	3.403226	3.293170	8.663622
AT1G01700	AT1G01700	Chr1	-	259495	261474	3.986244	3.857334	10.147817
AT1G01710	AT1G01710	Chr1	+	262828	267771	15.539773	15.037240	39.559738
AT1G01720	AT1G01720	Chr1	+	268330	269819	11.487049	11.115574	29.242682
AT1G01725	AT1G01725	Chr1	-	269792	270775	0.000000	0.000000	0.000000
AT1G01730	AT1G01730	Chr1	+	270956	272061	11.047127	10.689878	28.122768
AT1G01740	AT1G01740	Chr1	-	272111	274569	7.904172	7.655030	20.138735
AT1G01750	AT1G01750	Chr1	+	275366	276310	4.182159	4.046914	10.646559
AT1G01760	AT1G01760	Chr1	-	276266	278448	3.393346	3.283610	8.638471
AT1G01770	AT1G01770	Chr1	+	278615	282891	10.501782	10.162170	26.734478
AT1G01780	AT1G01780	Chr1	+	282761	284245	18.870926	18.260666	48.039883
AT1G01810	AT1G01810	Chr1	+	295221	295859	1.909233	1.847491	4.860351
AT1G01800	AT1G01800	Chr1	+	293342	295040	12.263465	11.910268	31.333349
AT1G01790	AT1G01790	Chr1	+	284610	291094	22.576321	21.846235	57.472736
AT1G01820	AT1G01820	Chr1	-	296001	298120	33.258381	32.182854	84.666153
AT1G01830	AT1G01830	Chr1	-	298535	302315	9.900080	9.909998	26.071068
AT1G01880	AT1G01880	Chr1	-	306480	309109	5.253507	5.083616	13.373899
AT1G01840	AT1G01840	Chr1	+	303537	304358	0.000000	0.000000	0.000000
AT1G01860	AT1G01860	Chr1	-	304133	306287	19.102648	18.484896	48.629780
AT1G01920	AT1G01920	Chr1	+	316128	319650	11.770592	11.896835	31.298010
AT1G01930	AT1G01930	Chr1	-	319836	322860	9.062282	8.769219	23.069929
AT1G01900	AT1G01900	Chr1	+	310316	313130	0.168699	0.163244	0.429459
AT1G01910	AT1G01910	Chr1	-	313101	315902	28.843515	30.529875	80.317528
AT1G01940	AT1G01940	Chr1	+	323027	324917	32.855297	31.792805	83.640022
AT1G01970	AT1G01970	Chr1	+	338291	340077	16.942995	16.395082	43.131935
AT1G01990	AT1G01990	Chr1	-	343166	344341	0.000000	0.000000	0.000000
AT1G02000	AT1G02000	Chr1	+	345812	347592	0.000000	0.000000	0.000000
AT1G02010	AT1G02010	Chr1	+	347891	352480	6.818879	6.598366	17.358881
AT1G02030	AT1G02030	Chr1	-	355321	357258	0.000000	0.000000	0.000000
AT1G01950	AT1G01950	Chr1	+	325379	330619	8.408601	8.246121	21.693769
AT1G01960	AT1G01960	Chr1	-	330588	337582	7.613356	7.367151	19.381388
AT1G02020	AT1G02020	Chr1	-	352637	354969	7.171453	7.161721	18.840946
AT1G02040	AT1G02040	Chr1	-	358104	359078	0.000000	0.000000	0.000000
AT1G02050	AT1G02050	Chr1	-	359117	360518	0.997529	0.965270	2.539418
AT1G02060	AT1G02060	Chr1	-	360918	363094	0.000000	0.000000	0.000000
AT1G02070	AT1G02070	Chr1	-	370257	370967	1.184395	1.146093	3.015125
AT1G02074	AT1G02074	Chr1	+	372064	372210	0.000000	0.000000	0.000000
AT1G02065	AT1G02065	Chr1	+	365209	367340	3.792148	4.563129	12.004610
AT1G02080	AT1G02080	Chr1	+	373335	386847	17.298330	16.906517	44.477406
AT1G02090	AT1G02090	Chr1	-	387277	389647	22.534893	32.934658	86.643990
AT1G02130	AT1G02130	Chr1	-	400035	401882	30.138748	29.164104	76.724472
AT1G02100	AT1G02100	Chr1	+	389812	392816	19.430887	19.826521	52.159306
AT1G02110	AT1G02110	Chr1	+	392831	395528	14.342417	13.878603	36.511616
AT1G02120	AT1G02120	Chr1	+	395761	399897	23.771725	23.002981	60.515888
AT1G02140	AT1G02140	Chr1	-	403190	404456	69.408783	67.164207	176.694550
