Chr1	3630	3912	+
Chr1	3995	4275	+
Chr1	4485	4604	+
Chr1	4705	5094	+
Chr1	5173	5325	+
Chr1	5438	5898	+
Chr1	5927	6262	-
Chr1	6436	7068	-
Chr1	7156	7449	-
Chr1	7563	7648	-
Chr1	7761	7834	-
Chr1	7941	7986	-
Chr1	8235	8324	-
Chr1	8416	8463	-
Chr1	8570	8736	-
Chr1	11648	13172	-
Chr1	13334	13713	-
Chr1	23145	24450	+
Chr1	24541	24654	+
Chr1	24751	24961	+
Chr1	25040	25434	+
Chr1	25523	25742	+
Chr1	25824	25996	+
Chr1	26080	26202	+
Chr1	26291	26451	+
Chr1	26542	26775	+
Chr1	26861	27011	+
Chr1	27098	27280	+
Chr1	27371	27535	+
Chr1	27617	27712	+
Chr1	27802	28430	+
Chr1	28499	28705	+
Chr1	28707	28804	+
Chr1	28889	29079	+
Chr1	29159	30064	+
Chr1	30146	30310	+
Chr1	30409	30815	+
Chr1	30901	31423	+
Chr1	31520	31601	-
Chr1	31692	31812	-
Chr1	31932	31997	-
Chr1	32087	32194	-
Chr1	32281	32346	-
Chr1	32430	32458	-
Chr1	32546	32669	-
Chr1	33028	33152	-
Chr1	33378	33588	-
Chr1	33665	34326	-
Chr1	34400	35473	-
Chr1	35566	35646	-
Chr1	35729	35998	-
Chr1	36089	36170	-
Chr1	36623	36684	-
Chr1	36809	36920	-
Chr1	37022	37202	-
Chr1	37372	37870	-
Chr1	38751	39053	-
Chr1	39135	39286	-
Chr1	39408	39813	-
Chr1	40212	40328	-
Chr1	40472	40943	-
Chr1	44676	44786	+
Chr1	45295	45558	-
Chr1	45645	45953	-
Chr1	46043	46144	-
Chr1	46372	47018	-
Chr1	47484	47981	-
Chr1	48074	48851	-
Chr1	48935	49285	-
Chr1	50074	50336	-
Chr1	50418	50630	-
Chr1	50882	50962	-
Chr1	51063	51107	-
Chr1	51122	51198	-
Chr1	52238	52345	+
Chr1	52433	52729	+
Chr1	52868	53182	+
Chr1	53483	53623	+
Chr1	53702	54691	+
Chr1	56623	56739	+
Chr1	57268	59166	-
Chr1	61904	61948	-
Chr1	62049	62123	-
Chr1	63556	63810	-
Chr1	64165	64474	-
Chr1	64569	64655	-
Chr1	64750	64806	-
Chr1	64900	65016	-
Chr1	65109	65216	-
Chr1	65330	65455	-
Chr1	65562	65651	-
Chr1	65732	65863	-
Chr1	66106	66159	-
Chr1	66261	66341	-
Chr1	66449	66556	-
Chr1	66677	66748	-
Chr1	66834	66896	-
Chr1	67323	67624	-
Chr1	70114	70284	-
Chr1	70839	70967	-
Chr1	71040	71720	-
Chr1	71941	72137	-
Chr1	72338	72668	+
Chr1	72914	73015	+
Chr1	73086	73162	+
Chr1	73286	73394	+
Chr1	73487	73739	+
Chr1	73821	74249	+
Chr1	74337	74454	-
Chr1	74660	74736	-
Chr1	75582	76757	+
Chr1	78931	79031	-
Chr1	83044	83670	-
Chr1	83883	84863	-
Chr1	86514	87161	-
Chr1	87879	88212	-
Chr1	88897	89080	+
Chr1	89172	89262	+
Chr1	89404	89744	+
Chr1	91375	91632	+
Chr1	91742	92069	+
Chr1	92269	92500	+
Chr1	92568	92932	+
Chr1	93044	93170	+
Chr1	93270	94280	+
Chr1	94356	95074	+
Chr1	95159	95650	+
Chr1	95986	96156	+
Chr1	96553	97406	+
Chr1	97455	97804	+
Chr1	98456	98604	+
Chr1	98907	99239	+
Chr1	99893	101833	+
Chr1	104490	105329	-
Chr1	108945	111608	+
Chr1	111889	111960	-
Chr1	112262	113194	+
Chr1	113278	113946	+
Chr1	114285	114432	+
Chr1	114618	115548	+
Chr1	115960	116107	+
Chr1	116942	118763	+
Chr1	119396	119996	+
Chr1	120153	121405	+
Chr1	121492	123500	-
Chr1	123578	123668	-
Chr1	123784	123896	-
Chr1	123991	124122	-
Chr1	124210	124393	-
Chr1	124498	124631	-
Chr1	124713	124817	-
Chr1	124920	125045	-
Chr1	125133	125225	-
Chr1	125328	125654	-
Chr1	125741	125842	-
Chr1	125935	125997	-
Chr1	126075	126588	-
Chr1	126685	126839	-
Chr1	126934	127452	-
Chr1	127531	127572	-
Chr1	127650	127781	-
Chr1	127867	127934	-
Chr1	128027	128311	-
Chr1	128478	128550	-
Chr1	128967	129059	-
Chr1	129852	129913	-
Chr1	130038	130148	-
Chr1	130371	130576	-
Chr1	132327	132743	-
Chr1	132823	133217	-
Chr1	133302	133538	-
Chr1	133640	133751	-
Chr1	133910	134205	-
Chr1	134288	134500	-
Chr1	134581	135321	-
Chr1	135707	135830	-
Chr1	136123	136233	+
Chr1	136666	136815	+
Chr1	136934	137757	+
Chr1	137847	138161	+
Chr1	138512	138540	+
Chr1	138596	138777	+
Chr1	138862	139113	+
Chr1	139202	139344	+
Chr1	139487	139567	+
Chr1	141970	142280	+
Chr1	142423	142638	+
Chr1	142710	143182	+
Chr1	143563	143675	+
Chr1	143714	143823	+
Chr1	143933	143976	+
Chr1	144063	144108	+
Chr1	144192	144226	+
Chr1	144314	144350	+
Chr1	144446	144558	+
Chr1	144926	145003	+
Chr1	145131	145206	+
Chr1	145344	145683	+
Chr1	147152	147332	+
Chr1	147451	147538	+
Chr1	147643	147941	+
Chr1	148119	149805	-
Chr1	150688	151297	-
Chr1	151392	151730	-
Chr1	151931	152001	-
Chr1	152085	152209	-
Chr1	153112	154197	+
Chr1	154491	156010	-
Chr1	156800	157755	-
Chr1	157828	158111	-
Chr1	158253	158654	-
Chr1	159855	159991	-
Chr1	160078	160301	-
Chr1	160417	160477	-
Chr1	160567	162279	-
Chr1	162486	162571	-
Chr1	163418	163515	+
Chr1	163616	166238	+
Chr1	166588	167841	-
Chr1	168722	168800	+
Chr1	169036	169256	+
Chr1	169346	169508	+
Chr1	169599	169709	+
Chr1	169805	169992	+
Chr1	170070	170161	+
Chr1	170265	170312	+
Chr1	170411	170506	+
Chr1	170621	170759	+
Chr1	170850	171164	+
Chr1	172145	172543	-
Chr1	172620	172947	-
Chr1	173250	173465	+
Chr1	175781	176031	+
Chr1	176140	176337	+
Chr1	176591	176751	+
Chr1	177024	178399	+
Chr1	180058	180851	-
Chr1	181346	181421	-
Chr1	182060	182357	-
Chr1	185132	186008	+
Chr1	186339	186922	+
Chr1	187210	187821	+
Chr1	188010	188175	+
Chr1	188283	188413	+
Chr1	188528	189319	+
Chr1	189416	189463	+
Chr1	189561	189674	+
Chr1	189764	190055	+
Chr1	190595	190827	+
Chr1	190940	190997	+
Chr1	191137	191257	+
Chr1	191340	191474	+
Chr1	191578	191691	+
Chr1	191779	191888	+
Chr1	191966	192025	+
Chr1	192106	192138	+
Chr1	192639	193070	-
Chr1	193350	193669	-
Chr1	195779	196541	+
Chr1	197114	197218	+
Chr1	197299	197421	+
Chr1	197500	197670	+
Chr1	197774	198182	+
Chr1	198266	198683	+
Chr1	199638	199762	+
Chr1	199790	199958	+
Chr1	200510	201774	+
Chr1	202135	202507	+
Chr1	202781	202910	+
Chr1	202990	203127	+
Chr1	203266	204334	+
Chr1	205175	205948	+
Chr1	206691	207242	+
Chr1	207324	207434	+
Chr1	209394	209607	+
Chr1	209763	209865	+
Chr1	209949	210143	+
Chr1	210384	210618	+
Chr1	211051	211378	+
Chr1	211473	211716	+
Chr1	211854	212572	+
Chr1	212670	213040	+
Chr1	214228	214405	+
Chr1	214479	214581	+
Chr1	214696	214896	+
Chr1	215316	215553	+
Chr1	215632	215959	+
Chr1	216043	216292	+
Chr1	216413	217089	+
Chr1	217164	217303	+
Chr1	218993	219620	+
Chr1	219751	221285	+
Chr1	221690	222358	-
Chr1	222621	223095	-
Chr1	223550	223865	-
Chr1	223944	224339	-
Chr1	225664	226080	-
Chr1	226170	226310	-
Chr1	226395	226690	-
Chr1	226848	227301	-
Chr1	229012	229342	+
Chr1	229428	229723	+
Chr1	229828	229933	+
Chr1	230348	230458	+
Chr1	230558	230916	+
Chr1	230993	231654	-
Chr1	231783	231927	-
Chr1	232246	232321	-
Chr1	232397	232507	-
Chr1	232840	233296	-
Chr1	233386	233469	-
Chr1	233547	233617	-
Chr1	234249	234391	-
Chr1	234528	234620	-
Chr1	234934	234987	-
Chr1	235197	235359	-
Chr1	235717	235751	-
Chr1	235844	236026	-
Chr1	236144	236295	-
Chr1	236428	236547	-
Chr1	236672	237022	-
Chr1	237503	237816	-
Chr1	240056	240241	-
Chr1	240351	240671	-
Chr1	240743	240883	-
Chr1	240959	241225	-
Chr1	241305	241442	-
Chr1	241538	241718	-
Chr1	241804	241908	-
Chr1	241982	242112	-
Chr1	242213	242289	-
Chr1	242448	242607	-
Chr1	242842	243127	-
Chr1	243335	243745	-
Chr1	244034	244181	-
Chr1	244256	244360	-
Chr1	244504	244634	-
Chr1	244769	244872	-
Chr1	245150	245263	-
Chr1	245876	245987	-
Chr1	246410	246607	-
Chr1	246730	246852	-
